name,price,location,posted_date,image_name,img_link,description,price_type
سلم خشب مزدوج خمسة درج بحالة ممتازة,"EGP 1,200","Mahalla al-Kobra, Gharbia",1 day ago,سلم خشب مزدوج خمسة درج بحالة ممتازة.jpg,https://images.dubizzle.com.eg/thumbnails/100046983-400x300.jpeg,"سلم خشب مزدوج خمسة درج بحالة ممتازة. السعر: جنيه مصري 1200. الموقع: Mahalla al-Kobra, Gharbia. مصنوع من الخشب تم النشر منذ 1 يوم مضت.",Fixed
نجفه نحاس,"EGP 4,500","Haram, Giza",1 day ago,نجفه نحاس.jpg,https://images.dubizzle.com.eg/thumbnails/137222617-400x300.jpeg,"نجفه نحاس. السعر: جنيه مصري 4500. الموقع: Haram, Giza.  تم النشر منذ 1 يوم مضت.",Fixed
٢ كرسي فوتيه + انتريه ليفينج + تمثال حصان بالاستاند,"EGP 12,000","Obour City, Cairo",1 day ago,٢ كرسي فوتيه + انتريه ليفينج + تمثال حصان بالاستاند.jpg,https://images.dubizzle.com.eg/thumbnails/137222346-400x300.jpeg,"٢ كرسي فوتيه + انتريه ليفينج + تمثال حصان بالاستاند. السعر: جنيه مصري 12000. الموقع: Obour City, Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
ستارة تصلح لليفينج او اوضه نوم,EGP 850,"El Maadi, Maadi",1 day ago,ستارة تصلح لليفينج او اوضه نوم.jpg,https://images.dubizzle.com.eg/thumbnails/137222318-400x300.jpeg,"ستارة تصلح لليفينج او اوضه نوم. السعر: جنيه مصري 850. الموقع: El Maadi, Maadi.  تم النشر منذ 1 يوم مضت.",Negotiable
كنبة واربع كراسي استخدام بسيط,"EGP 9,000","New Obour City, Obour City",1 day ago,كنبة واربع كراسي استخدام بسيط.jpg,https://images.dubizzle.com.eg/thumbnails/137222298-400x300.jpeg,"كنبة واربع كراسي استخدام بسيط. السعر: جنيه مصري 9000. الموقع: New Obour City, Obour City.  تم النشر منذ 1 يوم مضت.",Fixed
دولاب اديال بمفتاح بحالة ممتازة,"EGP 1,800","Mahalla al-Kobra, Gharbia",1 day ago,دولاب اديال بمفتاح بحالة ممتازة.jpg,https://images.dubizzle.com.eg/thumbnails/122058360-400x300.jpeg,"دولاب اديال بمفتاح بحالة ممتازة. السعر: جنيه مصري 1800. الموقع: Mahalla al-Kobra, Gharbia.  تم النشر منذ 1 يوم مضت.",Negotiable
سفره كامله ٦ كراسي,"EGP 22,000","Agami, Alexandria",1 day ago,سفره كامله ٦ كراسي.jpg,https://images.dubizzle.com.eg/thumbnails/83617216-400x300.jpeg,"سفره كامله ٦ كراسي. السعر: جنيه مصري 22000. الموقع: Agami, Alexandria.  تم النشر منذ 1 يوم مضت.",Fixed
غرفة نوم مستعملة,"EGP 6,000","Zagazig, Sharqia",1 day ago,غرفة نوم مستعملة.jpg,https://images.dubizzle.com.eg/thumbnails/134153414-400x300.jpeg,"غرفة نوم مستعملة. السعر: جنيه مصري 6000. الموقع: Zagazig, Sharqia. مستعمل تم النشر منذ 1 يوم مضت.",Negotiable
مرتبه قطن حاله ممتازه,"EGP 2,000","Seyouf, Alexandria",1 day ago,مرتبه قطن حاله ممتازه.jpg,https://images.dubizzle.com.eg/thumbnails/132813338-400x300.jpeg,"مرتبه قطن حاله ممتازه. السعر: جنيه مصري 2000. الموقع: Seyouf, Alexandria.  تم النشر منذ 1 يوم مضت.",Negotiable
غرفة سفرة كاملة,"EGP 20,000","Hadayeq El Zeitoun, Cairo",1 day ago,غرفة سفرة كاملة.jpg,https://images.dubizzle.com.eg/thumbnails/132635203-400x300.jpeg,"غرفة سفرة كاملة. السعر: جنيه مصري 20000. الموقع: Hadayeq El Zeitoun, Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
دولاب ايديال صاج بمفتاح بحاله ممتازه,"EGP 1,800","Mahalla al-Kobra, Gharbia",1 day ago,دولاب ايديال صاج بمفتاح بحاله ممتازه.jpg,https://images.dubizzle.com.eg/thumbnails/122153255-400x300.jpeg,"دولاب ايديال صاج بمفتاح بحاله ممتازه. السعر: جنيه مصري 1800. الموقع: Mahalla al-Kobra, Gharbia.  تم النشر منذ 1 يوم مضت.",Negotiable
كنبه صغيره تتفتح سرير للبيع,"EGP 3,500","Maadi, Cairo",1 day ago,كنبه صغيره تتفتح سرير للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137221638-400x300.jpeg,"كنبه صغيره تتفتح سرير للبيع. السعر: جنيه مصري 3500. الموقع: Maadi, Cairo.  تم النشر منذ 1 يوم مضت.",Fixed
برقُع,EGP 950,"Kabbary, Alexandria",1 day ago,برقُع.jpg,https://images.dubizzle.com.eg/thumbnails/137221539-400x300.jpeg,"برقُع. السعر: جنيه مصري 950. الموقع: Kabbary, Alexandria.  تم النشر منذ 1 يوم مضت.",Fixed
نيش مستعمل استعمال خفيف,"EGP 7,500","Minya al-Qamh, Sharqia",1 day ago,نيش مستعمل استعمال خفيف.jpg,https://images.dubizzle.com.eg/thumbnails/137221476-400x300.jpeg,"نيش مستعمل استعمال خفيف. السعر: جنيه مصري 7500. الموقع: Minya al-Qamh, Sharqia. مستعمل تم النشر منذ 1 يوم مضت.",Fixed
نيش كبير,"EGP 4,000","Tura, Cairo",1 day ago,نيش كبير.jpg,https://images.dubizzle.com.eg/thumbnails/137221372-400x300.jpeg,"نيش كبير. السعر: جنيه مصري 4000. الموقع: Tura, Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
اثاث مستعمل,"EGP 2,500","Matareya, Cairo",1 day ago,اثاث مستعمل.jpg,https://images.dubizzle.com.eg/thumbnails/137220272-400x300.jpeg,"اثاث مستعمل. السعر: جنيه مصري 2500. الموقع: Matareya, Cairo. مستعمل تم النشر منذ 1 يوم مضت.",Negotiable
ترابيزة,EGP 350,"Nasr City, Cairo",1 day ago,ترابيزة.jpg,https://images.dubizzle.com.eg/thumbnails/135023089-400x300.jpeg,"ترابيزة. السعر: جنيه مصري 350. الموقع: Nasr City, Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
صالون مدهب ازيمة حفر,"EGP 16,000","Mohammed Naguib Axis, New Cairo",1 day ago,صالون مدهب ازيمة حفر.jpg,https://images.dubizzle.com.eg/thumbnails/134154433-400x300.jpeg,"صالون مدهب ازيمة حفر. السعر: جنيه مصري 16000. الموقع: Mohammed Naguib Axis, New Cairo.  تم النشر منذ 1 يوم مضت.",Fixed
مكتب خشب,EGP 300,"Dar al-Salaam, Cairo",1 day ago,مكتب خشب.jpg,https://images.dubizzle.com.eg/thumbnails/137221381-400x300.jpeg,"مكتب خشب. السعر: جنيه مصري 300. الموقع: Dar al-Salaam, Cairo. مصنوع من الخشب تم النشر منذ 1 يوم مضت.",Fixed
صالون,"EGP 15,000","Heliopolis, Cairo",1 day ago,صالون.jpg,https://images.dubizzle.com.eg/thumbnails/137221207-400x300.jpeg,"صالون. السعر: جنيه مصري 15000. الموقع: Heliopolis, Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
سجاده باتينا صوف طبيعي ١٠٠٪؜ من النساجون شبه جديده مقاس ٢*٣,"EGP 7,500","Smoha, Alexandria",1 day ago,سجاده باتينا صوف طبيعي ١٠٠٪؜ من النساجون شبه جديده مقاس ٢٣.jpg,https://images.dubizzle.com.eg/thumbnails/126522824-400x300.jpeg,"سجاده باتينا صوف طبيعي ١٠٠٪؜ من النساجون شبه جديده مقاس ٢*٣. السعر: جنيه مصري 7500. الموقع: Smoha, Alexandria. جديد تم النشر منذ 1 يوم مضت.",Fixed
بليد جديده مرايا لم تستخدم,"EGP 1,350","Mansura, Dakahlia",1 day ago,بليد جديده مرايا لم تستخدم.jpg,https://images.dubizzle.com.eg/thumbnails/137221130-400x300.jpeg,"بليد جديده مرايا لم تستخدم. السعر: جنيه مصري 1350. الموقع: Mansura, Dakahlia. جديد تم النشر منذ 1 يوم مضت.",Negotiable
سفره بحالة الجديد,"EGP 20,000","Mostakbal City, Cairo",1 day ago,سفره بحالة الجديد.jpg,https://images.dubizzle.com.eg/thumbnails/137220981-400x300.jpeg,"سفره بحالة الجديد. السعر: جنيه مصري 20000. الموقع: Mostakbal City, Cairo. جديد تم النشر منذ 1 يوم مضت.",Negotiable
سفرة كاملة,"EGP 20,000","Heliopolis, Cairo",1 day ago,سفرة كاملة.jpg,https://images.dubizzle.com.eg/thumbnails/137220555-400x300.jpeg,"سفرة كاملة. السعر: جنيه مصري 20000. الموقع: Heliopolis, Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
انتريه,"EGP 4,000","Oseem, Giza",1 day ago,انتريه.jpg,https://images.dubizzle.com.eg/thumbnails/137220539-400x300.jpeg,"انتريه. السعر: جنيه مصري 4000. الموقع: Oseem, Giza.  تم النشر منذ 1 يوم مضت.",Fixed
مرتبة طبية مقاس ١٨٠ × ٢٠٠ × ٣٠ هارد مستوردة من الخارج,"EGP 8,000","Nasr City, Cairo",1 day ago,مرتبة طبية مقاس ١٨٠ × ٢٠٠ × ٣٠ هارد مستوردة من الخارج.jpg,https://images.dubizzle.com.eg/thumbnails/137119577-400x300.jpeg,"مرتبة طبية مقاس ١٨٠ × ٢٠٠ × ٣٠ هارد مستوردة من الخارج. السعر: جنيه مصري 8000. الموقع: Nasr City, Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
صالون كلاسيك مدهب مناسب للمساحات الصغيرة,"EGP 25,000","Hadayek Helwan, Cairo",1 day ago,صالون كلاسيك مدهب مناسب للمساحات الصغيرة.jpg,https://images.dubizzle.com.eg/thumbnails/116193050-400x300.jpeg,"صالون كلاسيك مدهب مناسب للمساحات الصغيرة. السعر: جنيه مصري 25000. الموقع: Hadayek Helwan, Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
نيش اربع دلاف  مترين في مترين,"EGP 1,500","Hadayek al-Ahram, Giza",1 day ago,نيش اربع دلاف  مترين في مترين.jpg,https://images.dubizzle.com.eg/thumbnails/137220251-400x300.jpeg,"نيش اربع دلاف  مترين في مترين. السعر: جنيه مصري 1500. الموقع: Hadayek al-Ahram, Giza.  تم النشر منذ 1 يوم مضت.",Negotiable
مكتبه كتب تنفع لمحامى أو منزل بتتعلق على الحائط,"EGP 1,500","Baragil, Giza",1 day ago,مكتبه كتب تنفع لمحامى أو منزل بتتعلق على الحائط.jpg,https://images.dubizzle.com.eg/thumbnails/126170211-400x300.jpeg,"مكتبه كتب تنفع لمحامى أو منزل بتتعلق على الحائط. السعر: جنيه مصري 1500. الموقع: Baragil, Giza.  تم النشر منذ 1 يوم مضت.",Fixed
طربيزات,"EGP 3,000","Nasr City, Cairo",1 day ago,طربيزات.jpg,https://images.dubizzle.com.eg/thumbnails/131905381-400x300.jpeg,"طربيزات. السعر: جنيه مصري 3000. الموقع: Nasr City, Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
دولاب خشب كونتر تقيل استعمال بسيط,"EGP 13,000","Nasr City, Cairo",1 day ago,دولاب خشب كونتر تقيل استعمال بسيط.jpg,https://images.dubizzle.com.eg/thumbnails/137219382-400x300.jpeg,"دولاب خشب كونتر تقيل استعمال بسيط. السعر: جنيه مصري 13000. الموقع: Nasr City, Cairo. مصنوع من الخشب تم النشر منذ 1 يوم مضت.",Fixed
كنب عموله خشب زان يصلح لسيبر اوعيادة اومنزل اومكتب,"EGP 2,500","Helwan, Cairo",1 day ago,كنب عموله خشب زان يصلح لسيبر اوعيادة اومنزل اومكتب.jpg,https://images.dubizzle.com.eg/thumbnails/137219376-400x300.jpeg,"كنب عموله خشب زان يصلح لسيبر اوعيادة اومنزل اومكتب. السعر: جنيه مصري 2500. الموقع: Helwan, Cairo. مصنوع من الخشب تم النشر منذ 1 يوم مضت.",Negotiable
ركنة وكنبه للبيع,"EGP 10,000","Imbaba, Giza",1 day ago,ركنة وكنبه للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137219299-400x300.jpeg,"ركنة وكنبه للبيع. السعر: جنيه مصري 10000. الموقع: Imbaba, Giza.  تم النشر منذ 1 يوم مضت.",Negotiable
جزامه,"EGP 1,000","Agami, Alexandria",1 day ago,جزامه.jpg,https://images.dubizzle.com.eg/thumbnails/137219258-400x300.jpeg,"جزامه. السعر: جنيه مصري 1000. الموقع: Agami, Alexandria.  تم النشر منذ 1 يوم مضت.",Fixed
انترية للبيع,"EGP 12,000","Zayed Dunes Compound, Sheikh Zayed",1 day ago,انترية للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137219000-400x300.jpeg,"انترية للبيع. السعر: جنيه مصري 12000. الموقع: Zayed Dunes Compound, Sheikh Zayed.  تم النشر منذ 1 يوم مضت.",Negotiable
كسر الزيرو والسعر لقطة,"EGP 3,000","Quesna, Monufia",1 day ago,كسر الزيرو والسعر لقطة.jpg,https://images.dubizzle.com.eg/thumbnails/137218973-400x300.jpeg,"كسر الزيرو والسعر لقطة. السعر: جنيه مصري 3000. الموقع: Quesna, Monufia.  تم النشر منذ 1 يوم مضت.",Negotiable
كسر الزيرو والسعر لقطة,"EGP 3,000","Quesna, Monufia",1 day ago,كسر الزيرو والسعر لقطة.jpg,https://images.dubizzle.com.eg/thumbnails/137218973-400x300.jpeg,"كسر الزيرو والسعر لقطة. السعر: جنيه مصري 3000. الموقع: Quesna, Monufia.  تم النشر منذ 1 يوم مضت.",Negotiable
صالون ملاك مدهب معاه ترابيزه انتيك بالرخامة لاباستر للبيع,"EGP 30,000","Zayed Dunes Compound, Sheikh Zayed",1 day ago,صالون ملاك مدهب معاه ترابيزه انتيك بالرخامة لاباستر للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137218751-400x300.jpeg,"صالون ملاك مدهب معاه ترابيزه انتيك بالرخامة لاباستر للبيع. السعر: جنيه مصري 30000. الموقع: Zayed Dunes Compound, Sheikh Zayed.  تم النشر منذ 1 يوم مضت.",Negotiable
بوف بكسوه جلد,EGP 150,"Zagazig, Sharqia",1 day ago,بوف بكسوه جلد.jpg,https://images.dubizzle.com.eg/thumbnails/132767890-400x300.jpeg,"بوف بكسوه جلد. السعر: جنيه مصري 150. الموقع: Zagazig, Sharqia.  تم النشر منذ 1 يوم مضت.",Negotiable
خلاطات ايديال استاندارد ideal standard,"EGP 1,500","Khosous, Qalyubia",1 day ago,خلاطات ايديال استاندارد ideal standard.jpg,https://images.dubizzle.com.eg/thumbnails/133300111-400x300.jpeg,"خلاطات ايديال استاندارد ideal standard. السعر: جنيه مصري 1500. الموقع: Khosous, Qalyubia.  تم النشر منذ 1 يوم مضت.",Negotiable
انترية 4 قطع متجدد (استخدام بسيط),"EGP 9,000","New Obour City, Obour City",1 day ago,انترية 4 قطع متجدد (استخدام بسيط).jpg,https://images.dubizzle.com.eg/thumbnails/137218083-400x300.jpeg,"انترية 4 قطع متجدد (استخدام بسيط). السعر: جنيه مصري 9000. الموقع: New Obour City, Obour City.  تم النشر منذ 1 يوم مضت.",Negotiable
2 كنبة,"EGP 4,000","Marg, Cairo",1 day ago,2 كنبة.jpg,https://images.dubizzle.com.eg/thumbnails/137217839-400x300.jpeg,"2 كنبة. السعر: جنيه مصري 4000. الموقع: Marg, Cairo.  تم النشر منذ 1 يوم مضت.",Fixed
شاهد رخام ايطالى سنة 1900,"EGP 300,000","Heliopolis, Cairo",1 day ago,شاهد رخام ايطالى سنة 1900.jpg,https://images.dubizzle.com.eg/thumbnails/137217818-400x300.jpeg,"شاهد رخام ايطالى سنة 1900. السعر: جنيه مصري 300000. الموقع: Heliopolis, Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
كنبة خشب زان,"EGP 3,000","Al Bitash, Agami",1 day ago,كنبة خشب زان.jpg,https://images.dubizzle.com.eg/thumbnails/137217578-400x300.jpeg,"كنبة خشب زان. السعر: جنيه مصري 3000. الموقع: Al Bitash, Agami. مصنوع من الخشب تم النشر منذ 1 يوم مضت.",Negotiable
غطاء قاعده حمام,EGP 120,"Schutz, Alexandria",1 day ago,غطاء قاعده حمام.jpg,https://images.dubizzle.com.eg/thumbnails/132807149-400x300.jpeg,"غطاء قاعده حمام. السعر: جنيه مصري 120. الموقع: Schutz, Alexandria.  تم النشر منذ 1 يوم مضت.",Fixed
٢ سرير عموله للبيع,EGP 50,"Hadayeq El Zeitoun, Cairo",1 day ago,٢ سرير عموله للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137217619-400x300.jpeg,"٢ سرير عموله للبيع. السعر: جنيه مصري 50. الموقع: Hadayeq El Zeitoun, Cairo.  تم النشر منذ 1 يوم مضت.",Fixed
كنبه و2فوتيه,"EGP 6,000","Damietta City, Damietta",1 day ago,كنبه و2فوتيه.jpg,https://images.dubizzle.com.eg/thumbnails/137217525-400x300.jpeg,"كنبه و2فوتيه. السعر: جنيه مصري 6000. الموقع: Damietta City, Damietta.  تم النشر منذ 1 يوم مضت.",Fixed
ركنه كنب عموله,"EGP 15,000","Haram, Giza",1 day ago,ركنه كنب عموله.jpg,https://images.dubizzle.com.eg/thumbnails/136542271-400x300.jpeg,"ركنه كنب عموله. السعر: جنيه مصري 15000. الموقع: Haram, Giza.  تم النشر منذ 1 يوم مضت.",Fixed
منبه صناع الماني تروس نحاس,EGP 250,"Azarita, Alexandria",1 day ago,منبه صناع الماني تروس نحاس.jpg,https://images.dubizzle.com.eg/thumbnails/50897443-400x300.jpeg,"منبه صناع الماني تروس نحاس. السعر: جنيه مصري 250. الموقع: Azarita, Alexandria.  تم النشر منذ 1 يوم مضت.",Negotiable
نيش بحاله ممتازة,"EGP 6,000","Helwan, Cairo",1 day ago,نيش بحاله ممتازة.jpg,https://images.dubizzle.com.eg/thumbnails/137216976-400x300.jpeg,"نيش بحاله ممتازة. السعر: جنيه مصري 6000. الموقع: Helwan, Cairo.  تم النشر منذ 1 يوم مضت.",Fixed
معلقة السنبله النادرة,"EGP 6,000","Downtown Cairo, Cairo",1 day ago,معلقة السنبله النادرة.jpg,https://images.dubizzle.com.eg/thumbnails/135012507-400x300.jpeg,"معلقة السنبله النادرة. السعر: جنيه مصري 6000. الموقع: Downtown Cairo, Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
سفرة ستييل مودرن زان 6 كراسي ترابيزة بزجاج وفرش مع نيش 4ضلفه بالمرايات,"EGP 12,000","Abasiya, Cairo",1 day ago,سفرة ستييل مودرن زان 6 كراسي ترابيزة بزجاج وفرش مع نيش 4ضلفه بالمرايات.jpg,https://images.dubizzle.com.eg/thumbnails/84192824-400x300.jpeg,"سفرة ستييل مودرن زان 6 كراسي ترابيزة بزجاج وفرش مع نيش 4ضلفه بالمرايات. السعر: جنيه مصري 12000. الموقع: Abasiya, Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
غرفة نوم كامله ونيش و 2 كرسي انتريه مستعمله للبيع,"EGP 18,000","Etay al-Barud, Beheira",1 day ago,غرفة نوم كامله ونيش و 2 كرسي انتريه مستعمله للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137226893-400x300.jpeg,"غرفة نوم كامله ونيش و 2 كرسي انتريه مستعمله للبيع. السعر: جنيه مصري 18000. الموقع: Etay al-Barud, Beheira. مستعمل تم النشر منذ 1 يوم مضت.",Fixed
سرير خشب زان زي الحديد,"EGP 2,000","Hadayek al-Ahram, Giza",1 day ago,سرير خشب زان زي الحديد.jpg,https://images.dubizzle.com.eg/thumbnails/137216962-400x300.jpeg,"سرير خشب زان زي الحديد. السعر: جنيه مصري 2000. الموقع: Hadayek al-Ahram, Giza. مصنوع من الخشب تم النشر منذ 1 يوم مضت.",Fixed
ركنه سفنج مضغوط,"EGP 20,000","Jayd Compound, New Cairo",1 day ago,ركنه سفنج مضغوط.jpg,https://images.dubizzle.com.eg/thumbnails/137216808-400x300.jpeg,"ركنه سفنج مضغوط. السعر: جنيه مصري 20000. الموقع: Jayd Compound, New Cairo.  تم النشر منذ 1 يوم مضت.",Fixed
نيش مستعمل 3 درفه جرار يوجد كسر من الجوانب,"EGP 3,000","Haram, Giza",1 day ago,نيش مستعمل 3 درفه جرار يوجد كسر من الجوانب.jpg,https://images.dubizzle.com.eg/thumbnails/137216709-400x300.jpeg,"نيش مستعمل 3 درفه جرار يوجد كسر من الجوانب. السعر: جنيه مصري 3000. الموقع: Haram, Giza. مستعمل تم النشر منذ 1 يوم مضت.",Fixed
فرش شقه كامل للبيع تم تخفيض السعر لسرعه البيع,"EGP 90,000","Maadi, Cairo",1 day ago,فرش شقه كامل للبيع تم تخفيض السعر لسرعه البيع.jpg,https://images.dubizzle.com.eg/thumbnails/134713104-400x300.jpeg,"فرش شقه كامل للبيع تم تخفيض السعر لسرعه البيع. السعر: جنيه مصري 90000. الموقع: Maadi, Cairo.  تم النشر منذ 1 يوم مضت.",Fixed
"عفش للايجار , ٢ غرفة نوم وسفره وصالون وانتريه للايجار",EGP 100,"Sharq District, Port Said",1 day ago,"عفش للايجار , ٢ غرفة نوم وسفره وصالون وانتريه للايجار.jpg",https://images.dubizzle.com.eg/thumbnails/37016983-400x300.jpeg,"عفش للايجار , ٢ غرفة نوم وسفره وصالون وانتريه للايجار. السعر: جنيه مصري 100. الموقع: Sharq District, Port Said.  تم النشر منذ 1 يوم مضت.",Negotiable
سجاد شاج النساجون الشرقيون,"EGP 1,500","Ard El Lewa, Giza",1 day ago,سجاد شاج النساجون الشرقيون.jpg,https://images.dubizzle.com.eg/thumbnails/137216180-400x300.jpeg,"سجاد شاج النساجون الشرقيون. السعر: جنيه مصري 1500. الموقع: Ard El Lewa, Giza.  تم النشر منذ 1 يوم مضت.",Negotiable
انتريه 5 قطع,"EGP 6,000","Hurghada, Red Sea",1 day ago,انتريه 5 قطع.jpg,https://images.dubizzle.com.eg/thumbnails/137216282-400x300.jpeg,"انتريه 5 قطع. السعر: جنيه مصري 6000. الموقع: Hurghada, Red Sea.  تم النشر منذ 1 يوم مضت.",Negotiable
ركنه للبيع,"EGP 3,000","Shubra al-Khaimah, Qalyubia",1 day ago,ركنه للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137216065-400x300.jpeg,"ركنه للبيع. السعر: جنيه مصري 3000. الموقع: Shubra al-Khaimah, Qalyubia.  تم النشر منذ 1 يوم مضت.",Negotiable
نيش مستعمل,"EGP 3,000","Badr City, Cairo",1 day ago,نيش مستعمل.jpg,https://images.dubizzle.com.eg/thumbnails/134906427-400x300.jpeg,"نيش مستعمل. السعر: جنيه مصري 3000. الموقع: Badr City, Cairo. مستعمل تم النشر منذ 1 يوم مضت.",Fixed
كرسي مكتب جلد هيدروليك بعجل حاله جيده جدا بسعر مناسب لعدم الاحتياج,EGP 750,"Qanater al-Khairia, Qalyubia",1 day ago,كرسي مكتب جلد هيدروليك بعجل حاله جيده جدا بسعر مناسب لعدم الاحتياج.jpg,https://images.dubizzle.com.eg/thumbnails/137215698-400x300.jpeg,"كرسي مكتب جلد هيدروليك بعجل حاله جيده جدا بسعر مناسب لعدم الاحتياج. السعر: جنيه مصري 750. الموقع: Qanater al-Khairia, Qalyubia.  تم النشر منذ 1 يوم مضت.",Fixed
تسريحه ثلاث ادراج خشب زان ممتازه بالمرايا والرخامه,"EGP 3,000","Banafsag Omarat, New Cairo",1 day ago,تسريحه ثلاث ادراج خشب زان ممتازه بالمرايا والرخامه.jpg,https://images.dubizzle.com.eg/thumbnails/137215736-400x300.jpeg,"تسريحه ثلاث ادراج خشب زان ممتازه بالمرايا والرخامه. السعر: جنيه مصري 3000. الموقع: Banafsag Omarat, New Cairo. مصنوع من الخشب تم النشر منذ 1 يوم مضت.",Fixed
سرما هندي اصلي شغل يدوي,"EGP 3,700","City View Compound, 6th of October",1 day ago,سرما هندي اصلي شغل يدوي.jpg,https://images.dubizzle.com.eg/thumbnails/132791129-400x300.jpeg,"سرما هندي اصلي شغل يدوي. السعر: جنيه مصري 3700. الموقع: City View Compound, 6th of October.  تم النشر منذ 1 يوم مضت.",Fixed
نيش وسط كسر زيرو,"EGP 2,000","Awayed, Alexandria",1 day ago,نيش وسط كسر زيرو.jpg,https://images.dubizzle.com.eg/thumbnails/137215118-400x300.jpeg,"نيش وسط كسر زيرو. السعر: جنيه مصري 2000. الموقع: Awayed, Alexandria.  تم النشر منذ 1 يوم مضت.",Negotiable
ارچ خشب,"EGP 3,500","Imbaba, Giza",1 day ago,ارچ خشب.jpg,https://images.dubizzle.com.eg/thumbnails/137214985-400x300.jpeg,"ارچ خشب. السعر: جنيه مصري 3500. الموقع: Imbaba, Giza. مصنوع من الخشب تم النشر منذ 1 يوم مضت.",Fixed
مطبخ بحاله جيده,"EGP 12,000","Bagour, Monufia",1 day ago,مطبخ بحاله جيده.jpg,https://images.dubizzle.com.eg/thumbnails/137214926-400x300.jpeg,"مطبخ بحاله جيده. السعر: جنيه مصري 12000. الموقع: Bagour, Monufia.  تم النشر منذ 1 يوم مضت.",Negotiable
سجاد شاج,"EGP 1,900","Heliopolis, Cairo",1 day ago,سجاد شاج.jpg,https://images.dubizzle.com.eg/thumbnails/70546718-400x300.jpeg,"سجاد شاج. السعر: جنيه مصري 1900. الموقع: Heliopolis, Cairo.  تم النشر منذ 1 يوم مضت.",Fixed
بلتكانة للمنزل,"EGP 2,500","Imbaba, Giza",1 day ago,بلتكانة للمنزل.jpg,https://images.dubizzle.com.eg/thumbnails/137214498-400x300.jpeg,"بلتكانة للمنزل. السعر: جنيه مصري 2500. الموقع: Imbaba, Giza.  تم النشر منذ 1 يوم مضت.",Fixed
نيش حالته كويسه بتاع عروسه,"EGP 4,000","Salam City, Cairo",1 day ago,نيش حالته كويسه بتاع عروسه.jpg,https://images.dubizzle.com.eg/thumbnails/137214406-400x300.jpeg,"نيش حالته كويسه بتاع عروسه. السعر: جنيه مصري 4000. الموقع: Salam City, Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
نيش مستعمل,"EGP 4,000","Shubra al-Khaimah, Qalyubia",1 day ago,نيش مستعمل.jpg,https://images.dubizzle.com.eg/thumbnails/137214050-400x300.jpeg,"نيش مستعمل. السعر: جنيه مصري 4000. الموقع: Shubra al-Khaimah, Qalyubia. مستعمل تم النشر منذ 1 يوم مضت.",Negotiable
مجموعة غرف نوم رئيسية كاملة,"EGP 17,000","Mokattam, Cairo",1 day ago,مجموعة غرف نوم رئيسية كاملة.jpg,https://images.dubizzle.com.eg/thumbnails/137213958-400x300.jpeg,"مجموعة غرف نوم رئيسية كاملة. السعر: جنيه مصري 17000. الموقع: Mokattam, Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
سجادة كبيرة,"EGP 2,000","Mina El Basal, Alexandria",1 day ago,سجادة كبيرة.jpg,https://images.dubizzle.com.eg/thumbnails/137213806-400x300.jpeg,"سجادة كبيرة. السعر: جنيه مصري 2000. الموقع: Mina El Basal, Alexandria.  تم النشر منذ 1 يوم مضت.",Negotiable
L shape sofa 2.6 * 1.85 m,"EGP 12,000","Shorouk City, Cairo",1 day ago,L shape sofa 2.6  1.85 m.jpg,https://images.dubizzle.com.eg/thumbnails/137213799-400x300.jpeg,"L shape sofa 2.6 * 1.85 m. السعر: جنيه مصري 12000. الموقع: Shorouk City, Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
غرفة خشب زان للبيع,"EGP 10,000","Heliopolis, Cairo",1 day ago,غرفة خشب زان للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137213726-400x300.jpeg,"غرفة خشب زان للبيع. السعر: جنيه مصري 10000. الموقع: Heliopolis, Cairo. مصنوع من الخشب تم النشر منذ 1 يوم مضت.",Fixed
صالون للبيع,"EGP 4,000","5th Settlement, New Cairo",1 day ago,صالون للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/114132207-400x300.jpeg,"صالون للبيع. السعر: جنيه مصري 4000. الموقع: 5th Settlement, New Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
